Training configuration: Namespace(seed=672, batch_size=128, lr=0.0005, weight_decay=0.0001, nhid=128, pooling_ratio=0.5, dropout_ratio=0.5, dataset='NCI1', epochs=100000, patience=50, pooling_layer_type='GCNConv', ablation=3, device='cuda:0', num_classes=2, num_features=37)
Epoch 0: Validation loss: 0.6918662644360767	accuracy: 0.5717761557177615
Epoch 1: Validation loss: 0.6904881656024868	accuracy: 0.4793187347931874
Epoch 2: Validation loss: 0.6757124137414343	accuracy: 0.6399026763990268
Epoch 3: Validation loss: 0.6623867712461745	accuracy: 0.5985401459854015
Epoch 4: Validation loss: 0.6429407393555282	accuracy: 0.6447688564476886
Epoch 5: Validation loss: 0.6485484974807776	accuracy: 0.6204379562043796
Epoch 6: Validation loss: 0.6324095389558742	accuracy: 0.6447688564476886
Epoch 7: Validation loss: 0.6365283307077821	accuracy: 0.6593673965936739
Epoch 8: Validation loss: 0.6259906611013296	accuracy: 0.6545012165450121
Epoch 9: Validation loss: 0.6542599346225859	accuracy: 0.6496350364963503
Epoch 10: Validation loss: 0.6203849541879919	accuracy: 0.6715328467153284
Epoch 11: Validation loss: 0.6168608607456922	accuracy: 0.6642335766423357
Epoch 12: Validation loss: 0.6278072505681764	accuracy: 0.683698296836983
Epoch 13: Validation loss: 0.6123345646544964	accuracy: 0.6618004866180048
Epoch 14: Validation loss: 0.6110229770632556	accuracy: 0.681265206812652
Epoch 15: Validation loss: 0.6131863698472072	accuracy: 0.6934306569343066
Epoch 16: Validation loss: 0.6216289167566601	accuracy: 0.681265206812652
Epoch 17: Validation loss: 0.608509073002205	accuracy: 0.6934306569343066
Epoch 18: Validation loss: 0.6193098917494725	accuracy: 0.681265206812652
Epoch 19: Validation loss: 0.6612813118890544	accuracy: 0.6690997566909975
Epoch 20: Validation loss: 0.6012459172529606	accuracy: 0.6934306569343066
Epoch 21: Validation loss: 0.609261589328738	accuracy: 0.6861313868613139
Epoch 22: Validation loss: 0.611070586527061	accuracy: 0.683698296836983
Epoch 23: Validation loss: 0.6199493222573088	accuracy: 0.6885644768856448
Epoch 24: Validation loss: 0.6165856874192138	accuracy: 0.7031630170316302
Epoch 25: Validation loss: 0.6079609863949518	accuracy: 0.7128953771289538
Epoch 26: Validation loss: 0.6056185859253227	accuracy: 0.708029197080292
Epoch 27: Validation loss: 0.6114084331948682	accuracy: 0.6861313868613139
Epoch 28: Validation loss: 0.6077266841619264	accuracy: 0.7031630170316302
Epoch 29: Validation loss: 0.621318742886657	accuracy: 0.6934306569343066
Epoch 30: Validation loss: 0.6108337365217743	accuracy: 0.7007299270072993
Epoch 31: Validation loss: 0.6146152106514813	accuracy: 0.708029197080292
Epoch 32: Validation loss: 0.6040904423326181	accuracy: 0.7128953771289538
Epoch 33: Validation loss: 0.5967526586676456	accuracy: 0.7055961070559611
Epoch 34: Validation loss: 0.6035988058196947	accuracy: 0.708029197080292
Epoch 35: Validation loss: 0.5999744118275143	accuracy: 0.708029197080292
Epoch 36: Validation loss: 0.6072875066975317	accuracy: 0.7104622871046229
Epoch 37: Validation loss: 0.6052006909446995	accuracy: 0.6958637469586375
Epoch 38: Validation loss: 0.6145623571391233	accuracy: 0.7177615571776156
Epoch 39: Validation loss: 0.6061471906601658	accuracy: 0.6982968369829684
Epoch 40: Validation loss: 0.6105530963906987	accuracy: 0.7128953771289538
Epoch 41: Validation loss: 0.617723483528824	accuracy: 0.708029197080292
Epoch 42: Validation loss: 0.625906394345917	accuracy: 0.6909975669099757
Epoch 43: Validation loss: 0.6015556177663687	accuracy: 0.7347931873479319
Epoch 44: Validation loss: 0.6013302396973844	accuracy: 0.7201946472019465
Epoch 45: Validation loss: 0.596232950252338	accuracy: 0.7250608272506083
Epoch 46: Validation loss: 0.5999239158166296	accuracy: 0.7128953771289538
Epoch 47: Validation loss: 0.6016255399606524	accuracy: 0.7177615571776156
Epoch 48: Validation loss: 0.611450469116805	accuracy: 0.7153284671532847
Epoch 49: Validation loss: 0.5919022896574071	accuracy: 0.7055961070559611
Epoch 50: Validation loss: 0.6165760996277895	accuracy: 0.7201946472019465
Epoch 51: Validation loss: 0.5995996201415421	accuracy: 0.7250608272506083
Epoch 52: Validation loss: 0.5793844394730245	accuracy: 0.7347931873479319
Epoch 53: Validation loss: 0.5969680219961199	accuracy: 0.7226277372262774
Epoch 54: Validation loss: 0.5917990051046775	accuracy: 0.7177615571776156
Epoch 55: Validation loss: 0.5977889290691292	accuracy: 0.7177615571776156
Epoch 56: Validation loss: 0.5958893815386325	accuracy: 0.6909975669099757
Epoch 57: Validation loss: 0.5909631362506653	accuracy: 0.7226277372262774
Epoch 58: Validation loss: 0.6053679343267659	accuracy: 0.7226277372262774
Epoch 59: Validation loss: 0.5958489884425254	accuracy: 0.7274939172749392
Epoch 60: Validation loss: 0.5926827989935585	accuracy: 0.708029197080292
Epoch 61: Validation loss: 0.6119916085199137	accuracy: 0.7274939172749392
Epoch 62: Validation loss: 0.6047603254480663	accuracy: 0.7445255474452555
Epoch 63: Validation loss: 0.6059140254111186	accuracy: 0.7372262773722628
Epoch 64: Validation loss: 0.5972884983331908	accuracy: 0.7226277372262774
Epoch 65: Validation loss: 0.6122850432013073	accuracy: 0.7007299270072993
Epoch 66: Validation loss: 0.5918031957027686	accuracy: 0.7347931873479319
Epoch 67: Validation loss: 0.5916044694663835	accuracy: 0.7274939172749392
Epoch 68: Validation loss: 0.608210793376839	accuracy: 0.7104622871046229
Epoch 69: Validation loss: 0.6198461026750922	accuracy: 0.7566909975669099
Epoch 70: Validation loss: 0.6648379834028926	accuracy: 0.7226277372262774
Epoch 71: Validation loss: 0.6420634750032077	accuracy: 0.7274939172749392
Epoch 72: Validation loss: 0.6299820039104082	accuracy: 0.7396593673965937
Epoch 73: Validation loss: 0.6346101180770392	accuracy: 0.7347931873479319
Epoch 74: Validation loss: 0.621777652824012	accuracy: 0.7226277372262774
Epoch 75: Validation loss: 0.6308594631742677	accuracy: 0.7226277372262774
Epoch 76: Validation loss: 0.6558581442728529	accuracy: 0.7274939172749392
Epoch 77: Validation loss: 0.6510763748428827	accuracy: 0.7226277372262774
Epoch 78: Validation loss: 0.6365257226057587	accuracy: 0.7493917274939172
Epoch 79: Validation loss: 0.6309556705818269	accuracy: 0.708029197080292
Epoch 80: Validation loss: 0.6371067121371156	accuracy: 0.732360097323601
Epoch 81: Validation loss: 0.63961839327847	accuracy: 0.732360097323601
Epoch 82: Validation loss: 0.6293864563433793	accuracy: 0.7396593673965937
Epoch 83: Validation loss: 0.6302065791294813	accuracy: 0.7420924574209246
Epoch 84: Validation loss: 0.6464104571191643	accuracy: 0.7055961070559611
Epoch 85: Validation loss: 0.6521279458001872	accuracy: 0.7299270072992701
Epoch 86: Validation loss: 0.635329420549156	accuracy: 0.7445255474452555
Epoch 87: Validation loss: 0.6506710655787855	accuracy: 0.7274939172749392
Epoch 88: Validation loss: 0.6408940057684905	accuracy: 0.7469586374695864
Epoch 89: Validation loss: 0.6478280765876863	accuracy: 0.7299270072992701
Epoch 90: Validation loss: 0.6482088409201072	accuracy: 0.7372262773722628
Epoch 91: Validation loss: 0.6591784994677615	accuracy: 0.7250608272506083
Epoch 92: Validation loss: 0.6318218110541648	accuracy: 0.7469586374695864
Epoch 93: Validation loss: 0.6817641061007832	accuracy: 0.708029197080292
Epoch 94: Validation loss: 0.66217379790443	accuracy: 0.7469586374695864
Epoch 95: Validation loss: 0.6321533834267127	accuracy: 0.7347931873479319
Epoch 96: Validation loss: 0.632381940410085	accuracy: 0.732360097323601
Epoch 97: Validation loss: 0.636219915682382	accuracy: 0.7420924574209246
Epoch 98: Validation loss: 0.6438805239043967	accuracy: 0.7274939172749392
Epoch 99: Validation loss: 0.6509494363826557	accuracy: 0.732360097323601
Epoch 100: Validation loss: 0.6411386290315874	accuracy: 0.7274939172749392
Epoch 101: Validation loss: 0.6546698707153618	accuracy: 0.7396593673965937
Epoch 102: Validation loss: 0.6545885554775415	accuracy: 0.7396593673965937
Epoch 103: Validation loss: 0.6989467555879096	accuracy: 0.7128953771289538
Test accuracy: 0.6909975669099757
