Training configuration: Namespace(seed=777, batch_size=128, lr=0.0005, weight_decay=0.0001, nhid=128, pooling_ratio=0.5, dropout_ratio=0.5, dataset='NCI1', epochs=100000, patience=50, pooling_layer_type='GCNConv', ablation=0, device='cuda:0', num_classes=2, num_features=38)
Epoch 0: Validation loss: 0.6854162425020315	accuracy: 0.5328467153284672
Epoch 1: Validation loss: 0.664890131521109	accuracy: 0.6082725060827251
Epoch 2: Validation loss: 0.6538223674987644	accuracy: 0.6763990267639902
Epoch 3: Validation loss: 0.6425402007833885	accuracy: 0.681265206812652
Epoch 4: Validation loss: 0.6431234596419508	accuracy: 0.6326034063260341
Epoch 5: Validation loss: 0.6375053085549904	accuracy: 0.6496350364963503
Epoch 6: Validation loss: 0.6289875652378203	accuracy: 0.656934306569343
Epoch 7: Validation loss: 0.6239452315653038	accuracy: 0.6861313868613139
Epoch 8: Validation loss: 0.6213876626787395	accuracy: 0.6690997566909975
Epoch 9: Validation loss: 0.6206362044434188	accuracy: 0.6618004866180048
Epoch 10: Validation loss: 0.6200428612330824	accuracy: 0.6690997566909975
Epoch 11: Validation loss: 0.6198412670126217	accuracy: 0.6715328467153284
Epoch 12: Validation loss: 0.6402811992487478	accuracy: 0.6131386861313869
Epoch 13: Validation loss: 0.6212619447360074	accuracy: 0.6447688564476886
Epoch 14: Validation loss: 0.6165247590002352	accuracy: 0.6496350364963503
Epoch 15: Validation loss: 0.619407500663813	accuracy: 0.6374695863746959
Epoch 16: Validation loss: 0.6171059689672614	accuracy: 0.6593673965936739
Epoch 17: Validation loss: 0.6075982769040296	accuracy: 0.6666666666666666
Epoch 18: Validation loss: 0.6034313721668402	accuracy: 0.6763990267639902
Epoch 19: Validation loss: 0.5941135819520974	accuracy: 0.6690997566909975
Epoch 20: Validation loss: 0.5842420318120878	accuracy: 0.681265206812652
Epoch 21: Validation loss: 0.5750373250956663	accuracy: 0.6861313868613139
Epoch 22: Validation loss: 0.5669930590330249	accuracy: 0.6982968369829684
Epoch 23: Validation loss: 0.5720640957500522	accuracy: 0.6788321167883211
Epoch 24: Validation loss: 0.5676090653505349	accuracy: 0.683698296836983
Epoch 25: Validation loss: 0.552671077477671	accuracy: 0.7250608272506083
Epoch 26: Validation loss: 0.5623893459347913	accuracy: 0.7128953771289538
Epoch 27: Validation loss: 0.5581983464187659	accuracy: 0.708029197080292
Epoch 28: Validation loss: 0.5833478681652505	accuracy: 0.683698296836983
Epoch 29: Validation loss: 0.5512007947675793	accuracy: 0.7469586374695864
Epoch 30: Validation loss: 0.5430677488192445	accuracy: 0.7153284671532847
Epoch 31: Validation loss: 0.5445617179220901	accuracy: 0.7250608272506083
Epoch 32: Validation loss: 0.5702574630143289	accuracy: 0.681265206812652
Epoch 33: Validation loss: 0.5411375584103475	accuracy: 0.7226277372262774
Epoch 34: Validation loss: 0.5412225352006527	accuracy: 0.7445255474452555
Epoch 35: Validation loss: 0.5317918610398786	accuracy: 0.7347931873479319
Epoch 36: Validation loss: 0.5309396567425879	accuracy: 0.7274939172749392
Epoch 37: Validation loss: 0.5344317243627098	accuracy: 0.7518248175182481
Epoch 38: Validation loss: 0.5433864338264558	accuracy: 0.7153284671532847
Epoch 39: Validation loss: 0.5364176965978024	accuracy: 0.7445255474452555
Epoch 40: Validation loss: 0.554514478883024	accuracy: 0.7055961070559611
Epoch 41: Validation loss: 0.5349424065174557	accuracy: 0.7396593673965937
Epoch 42: Validation loss: 0.5253884716915678	accuracy: 0.7420924574209246
Epoch 43: Validation loss: 0.523450320074448	accuracy: 0.7664233576642335
Epoch 44: Validation loss: 0.5274892445028263	accuracy: 0.7396593673965937
Epoch 45: Validation loss: 0.5084724658307078	accuracy: 0.7615571776155717
Epoch 46: Validation loss: 0.5198769093720003	accuracy: 0.7274939172749392
Epoch 47: Validation loss: 0.5099680777593831	accuracy: 0.7420924574209246
Epoch 48: Validation loss: 0.5131700706017859	accuracy: 0.7858880778588808
Epoch 49: Validation loss: 0.5188306195892557	accuracy: 0.7664233576642335
Epoch 50: Validation loss: 0.49475901898386415	accuracy: 0.781021897810219
Epoch 51: Validation loss: 0.5045927841297901	accuracy: 0.7639902676399026
Epoch 52: Validation loss: 0.4953261674755681	accuracy: 0.7834549878345499
Epoch 53: Validation loss: 0.5040671471551676	accuracy: 0.7931873479318735
Epoch 54: Validation loss: 0.5152083348183736	accuracy: 0.7664233576642335
Epoch 55: Validation loss: 0.5045304101168965	accuracy: 0.7737226277372263
Epoch 56: Validation loss: 0.4898044349503343	accuracy: 0.7761557177615572
Epoch 57: Validation loss: 0.49699893078954843	accuracy: 0.7688564476885644
Epoch 58: Validation loss: 0.4983113978030908	accuracy: 0.7712895377128953
Epoch 59: Validation loss: 0.5167400657115482	accuracy: 0.7518248175182481
Epoch 60: Validation loss: 0.50347446989259	accuracy: 0.7615571776155717
Epoch 61: Validation loss: 0.5093271413278696	accuracy: 0.7712895377128953
Epoch 62: Validation loss: 0.5080630448612854	accuracy: 0.7907542579075426
Epoch 63: Validation loss: 0.5214723252902066	accuracy: 0.7420924574209246
Epoch 64: Validation loss: 0.5170047555816725	accuracy: 0.7858880778588808
Epoch 65: Validation loss: 0.49921925862630206	accuracy: 0.7834549878345499
Epoch 66: Validation loss: 0.49256617831487726	accuracy: 0.7834549878345499
Epoch 67: Validation loss: 0.5129700495958909	accuracy: 0.7639902676399026
Epoch 68: Validation loss: 0.4932499395959859	accuracy: 0.7834549878345499
Epoch 69: Validation loss: 0.4926802827784035	accuracy: 0.7761557177615572
Epoch 70: Validation loss: 0.5005065774105472	accuracy: 0.7883211678832117
Epoch 71: Validation loss: 0.4921701853582749	accuracy: 0.7712895377128953
Epoch 72: Validation loss: 0.5021711730028882	accuracy: 0.7712895377128953
Epoch 73: Validation loss: 0.5053334317358161	accuracy: 0.7688564476885644
Epoch 74: Validation loss: 0.4939474537424798	accuracy: 0.7834549878345499
Epoch 75: Validation loss: 0.49900693034893695	accuracy: 0.7883211678832117
Epoch 76: Validation loss: 0.507148457269599	accuracy: 0.7664233576642335
Epoch 77: Validation loss: 0.496957175633043	accuracy: 0.7883211678832117
Epoch 78: Validation loss: 0.5055725325053045	accuracy: 0.7615571776155717
Epoch 79: Validation loss: 0.49641534475804533	accuracy: 0.7785888077858881
Epoch 80: Validation loss: 0.4938657440408303	accuracy: 0.781021897810219
Epoch 81: Validation loss: 0.4970468163780342	accuracy: 0.7761557177615572
Epoch 82: Validation loss: 0.48916665654982966	accuracy: 0.7931873479318735
Epoch 83: Validation loss: 0.4955653123321904	accuracy: 0.7785888077858881
Epoch 84: Validation loss: 0.503989880972535	accuracy: 0.7785888077858881
Epoch 85: Validation loss: 0.527564881781882	accuracy: 0.7445255474452555
Epoch 86: Validation loss: 0.5060733136179384	accuracy: 0.7785888077858881
Epoch 87: Validation loss: 0.5098305815907871	accuracy: 0.7785888077858881
Epoch 88: Validation loss: 0.5064499267986511	accuracy: 0.7688564476885644
Epoch 89: Validation loss: 0.510741918336446	accuracy: 0.7591240875912408
Epoch 90: Validation loss: 0.5207600837206319	accuracy: 0.7566909975669099
Epoch 91: Validation loss: 0.5074797303137117	accuracy: 0.7591240875912408
Epoch 92: Validation loss: 0.48306908804714827	accuracy: 0.7956204379562044
Epoch 93: Validation loss: 0.4793709618041695	accuracy: 0.7858880778588808
Epoch 94: Validation loss: 0.49529999131993946	accuracy: 0.7956204379562044
Epoch 95: Validation loss: 0.4983883460942846	accuracy: 0.7712895377128953
Epoch 96: Validation loss: 0.4841983823010521	accuracy: 0.7858880778588808
Epoch 97: Validation loss: 0.4897324128162542	accuracy: 0.7907542579075426
Epoch 98: Validation loss: 0.500578822300672	accuracy: 0.7931873479318735
Epoch 99: Validation loss: 0.4810169967131603	accuracy: 0.7980535279805353
Epoch 100: Validation loss: 0.49496226299128104	accuracy: 0.781021897810219
Epoch 101: Validation loss: 0.48683277185815965	accuracy: 0.7907542579075426
Epoch 102: Validation loss: 0.5045615518760217	accuracy: 0.7785888077858881
Epoch 103: Validation loss: 0.49200364504997457	accuracy: 0.781021897810219
Epoch 104: Validation loss: 0.49258404056521227	accuracy: 0.7785888077858881
Epoch 105: Validation loss: 0.49172824664707604	accuracy: 0.7834549878345499
Epoch 106: Validation loss: 0.5026199173753279	accuracy: 0.7883211678832117
Epoch 107: Validation loss: 0.4960803335890573	accuracy: 0.7785888077858881
Epoch 108: Validation loss: 0.47713781157259233	accuracy: 0.7980535279805353
Epoch 109: Validation loss: 0.5049727966605602	accuracy: 0.7737226277372263
Epoch 110: Validation loss: 0.49455028264771994	accuracy: 0.7834549878345499
Epoch 111: Validation loss: 0.49218552768085416	accuracy: 0.7931873479318735
Epoch 112: Validation loss: 0.48994191023555117	accuracy: 0.7956204379562044
Epoch 113: Validation loss: 0.49493023020797694	accuracy: 0.7834549878345499
Epoch 114: Validation loss: 0.5008827172346649	accuracy: 0.7834549878345499
Epoch 115: Validation loss: 0.489090371886019	accuracy: 0.7858880778588808
Epoch 116: Validation loss: 0.4906294374860406	accuracy: 0.8004866180048662
Epoch 117: Validation loss: 0.4966087387716103	accuracy: 0.7737226277372263
Epoch 118: Validation loss: 0.49836327211700215	accuracy: 0.7834549878345499
Epoch 119: Validation loss: 0.5000026916355402	accuracy: 0.781021897810219
Epoch 120: Validation loss: 0.4942445755004883	accuracy: 0.7931873479318735
Epoch 121: Validation loss: 0.49685397461383013	accuracy: 0.7883211678832117
Epoch 122: Validation loss: 0.49768555541398174	accuracy: 0.7785888077858881
Epoch 123: Validation loss: 0.5003522840439548	accuracy: 0.7688564476885644
Epoch 124: Validation loss: 0.4934444450693989	accuracy: 0.781021897810219
Epoch 125: Validation loss: 0.5286503487839896	accuracy: 0.7420924574209246
Epoch 126: Validation loss: 0.5233205113097699	accuracy: 0.7664233576642335
Epoch 127: Validation loss: 0.513528420107208	accuracy: 0.7591240875912408
Epoch 128: Validation loss: 0.49997365445696235	accuracy: 0.7834549878345499
Epoch 129: Validation loss: 0.5004651053398484	accuracy: 0.7858880778588808
Epoch 130: Validation loss: 0.499768380121013	accuracy: 0.7712895377128953
