Training configuration: Namespace(seed=987, batch_size=128, lr=0.0005, weight_decay=0.0001, nhid=128, pooling_ratio=0.5, dropout_ratio=0.5, dataset='PROTEINS', epochs=100000, patience=50, pooling_layer_type='GCNConv', ablation=0, device='cuda:0', num_classes=2, num_features=4)
Epoch 0: Validation loss: 0.6924410983248874	accuracy: 0.5045045045045045
Epoch 1: Validation loss: 0.6752284969295468	accuracy: 0.5135135135135135
Epoch 2: Validation loss: 0.6505975121850366	accuracy: 0.5135135135135135
Epoch 3: Validation loss: 0.6670598210515203	accuracy: 0.5135135135135135
Epoch 4: Validation loss: 0.6521055204374296	accuracy: 0.5135135135135135
Epoch 5: Validation loss: 0.6483107558241835	accuracy: 0.5135135135135135
Epoch 6: Validation loss: 0.6479894277211782	accuracy: 0.5135135135135135
Epoch 7: Validation loss: 0.6520855877850507	accuracy: 0.5135135135135135
Epoch 8: Validation loss: 0.6467650129988387	accuracy: 0.5135135135135135
Epoch 9: Validation loss: 0.6417597865199184	accuracy: 0.5135135135135135
Epoch 10: Validation loss: 0.6416988200969524	accuracy: 0.5135135135135135
Epoch 11: Validation loss: 0.6400006268475507	accuracy: 0.5135135135135135
Epoch 12: Validation loss: 0.6423950882645341	accuracy: 0.5135135135135135
Epoch 13: Validation loss: 0.6397900967984587	accuracy: 0.5135135135135135
Epoch 14: Validation loss: 0.6401205664282447	accuracy: 0.5585585585585585
Epoch 15: Validation loss: 0.6307095364407376	accuracy: 0.5675675675675675
Epoch 16: Validation loss: 0.6243566564611487	accuracy: 0.6126126126126126
Epoch 17: Validation loss: 0.6071757411097621	accuracy: 0.6756756756756757
Epoch 18: Validation loss: 0.6014576817418004	accuracy: 0.6936936936936937
Epoch 19: Validation loss: 0.579327763737859	accuracy: 0.7027027027027027
Epoch 20: Validation loss: 0.5819298684060037	accuracy: 0.6846846846846847
Epoch 21: Validation loss: 0.6104770694767032	accuracy: 0.6756756756756757
Epoch 22: Validation loss: 0.5611061920990815	accuracy: 0.7027027027027027
Epoch 23: Validation loss: 0.5731571300609691	accuracy: 0.6846846846846847
Epoch 24: Validation loss: 0.5646557507214246	accuracy: 0.6936936936936937
Epoch 25: Validation loss: 0.586056408581433	accuracy: 0.6666666666666666
Epoch 26: Validation loss: 0.5625163585216075	accuracy: 0.7027027027027027
Epoch 27: Validation loss: 0.5647147926124366	accuracy: 0.7117117117117117
Epoch 28: Validation loss: 0.5731660310212556	accuracy: 0.6846846846846847
Epoch 29: Validation loss: 0.5760658195426872	accuracy: 0.6936936936936937
Epoch 30: Validation loss: 0.5654428499238985	accuracy: 0.6936936936936937
Epoch 31: Validation loss: 0.5596909737801766	accuracy: 0.7027027027027027
Epoch 32: Validation loss: 0.5586635142833263	accuracy: 0.7117117117117117
Epoch 33: Validation loss: 0.5766218718107756	accuracy: 0.6846846846846847
Epoch 34: Validation loss: 0.5665005520657376	accuracy: 0.6936936936936937
Epoch 35: Validation loss: 0.563772253088049	accuracy: 0.6936936936936937
Epoch 36: Validation loss: 0.5572042035626935	accuracy: 0.6936936936936937
Epoch 37: Validation loss: 0.5663312276204427	accuracy: 0.6936936936936937
Epoch 38: Validation loss: 0.5547161617794553	accuracy: 0.6936936936936937
Epoch 39: Validation loss: 0.5628856624568905	accuracy: 0.6936936936936937
Epoch 40: Validation loss: 0.554162446443025	accuracy: 0.6936936936936937
Epoch 41: Validation loss: 0.5539749420440949	accuracy: 0.6846846846846847
Epoch 42: Validation loss: 0.5619367994703688	accuracy: 0.6936936936936937
Epoch 43: Validation loss: 0.5612018344638584	accuracy: 0.6936936936936937
Epoch 44: Validation loss: 0.5567581932823937	accuracy: 0.7027027027027027
Epoch 45: Validation loss: 0.5524277901864266	accuracy: 0.7027027027027027
Epoch 46: Validation loss: 0.5721435890541421	accuracy: 0.6846846846846847
Epoch 47: Validation loss: 0.5581607990436726	accuracy: 0.6936936936936937
Epoch 48: Validation loss: 0.5505597569920995	accuracy: 0.6936936936936937
Epoch 49: Validation loss: 0.5776263400241062	accuracy: 0.6846846846846847
Epoch 50: Validation loss: 0.5554458686897347	accuracy: 0.6936936936936937
Epoch 51: Validation loss: 0.5711582630604237	accuracy: 0.6846846846846847
Epoch 52: Validation loss: 0.5571949589359868	accuracy: 0.6936936936936937
Epoch 53: Validation loss: 0.5668236328674866	accuracy: 0.6846846846846847
Epoch 54: Validation loss: 0.5715954411137212	accuracy: 0.6846846846846847
Epoch 55: Validation loss: 0.563736511780335	accuracy: 0.6846846846846847
Epoch 56: Validation loss: 0.5670949575063344	accuracy: 0.6846846846846847
Epoch 57: Validation loss: 0.5595921009510487	accuracy: 0.7027027027027027
Epoch 58: Validation loss: 0.552410160099064	accuracy: 0.6846846846846847
Epoch 59: Validation loss: 0.5700070836522557	accuracy: 0.6936936936936937
Epoch 60: Validation loss: 0.5633729470742715	accuracy: 0.6756756756756757
Epoch 61: Validation loss: 0.5571080113316441	accuracy: 0.6936936936936937
Epoch 62: Validation loss: 0.5646381206340618	accuracy: 0.6936936936936937
Epoch 63: Validation loss: 0.5693661801449887	accuracy: 0.6756756756756757
Epoch 64: Validation loss: 0.5571015160363	accuracy: 0.6756756756756757
Epoch 65: Validation loss: 0.5760189778095967	accuracy: 0.6846846846846847
Epoch 66: Validation loss: 0.5768546714439048	accuracy: 0.6666666666666666
Epoch 67: Validation loss: 0.5556074950072143	accuracy: 0.6936936936936937
Epoch 68: Validation loss: 0.5640116511164485	accuracy: 0.6936936936936937
Epoch 69: Validation loss: 0.5557841395472621	accuracy: 0.6936936936936937
Epoch 70: Validation loss: 0.5730764715521185	accuracy: 0.6756756756756757
Epoch 71: Validation loss: 0.5583578917357299	accuracy: 0.6756756756756757
Epoch 72: Validation loss: 0.5723406817461993	accuracy: 0.6846846846846847
Epoch 73: Validation loss: 0.5653702332092835	accuracy: 0.6846846846846847
Epoch 74: Validation loss: 0.5728350802584812	accuracy: 0.6666666666666666
Epoch 75: Validation loss: 0.568167884070594	accuracy: 0.6666666666666666
Epoch 76: Validation loss: 0.564504709329691	accuracy: 0.6756756756756757
Epoch 77: Validation loss: 0.5732044872936902	accuracy: 0.6666666666666666
Epoch 78: Validation loss: 0.5591488400021115	accuracy: 0.6846846846846847
Epoch 79: Validation loss: 0.5608823965261648	accuracy: 0.6756756756756757
Epoch 80: Validation loss: 0.5649212330311268	accuracy: 0.6846846846846847
Epoch 81: Validation loss: 0.5624241184543919	accuracy: 0.6846846846846847
Epoch 82: Validation loss: 0.5886275832717484	accuracy: 0.6846846846846847
Epoch 83: Validation loss: 0.5556099694054406	accuracy: 0.6846846846846847
Epoch 84: Validation loss: 0.5763235693579322	accuracy: 0.6846846846846847
Epoch 85: Validation loss: 0.568305728671787	accuracy: 0.6846846846846847
Epoch 86: Validation loss: 0.5686303903390696	accuracy: 0.6846846846846847
Epoch 87: Validation loss: 0.5595830281575521	accuracy: 0.6846846846846847
Epoch 88: Validation loss: 0.5699538840903892	accuracy: 0.6846846846846847
Epoch 89: Validation loss: 0.5623929822767103	accuracy: 0.6846846846846847
Epoch 90: Validation loss: 0.572586609436585	accuracy: 0.6846846846846847
Epoch 91: Validation loss: 0.5675668115014428	accuracy: 0.6936936936936937
Epoch 92: Validation loss: 0.5677474769386085	accuracy: 0.6846846846846847
Epoch 93: Validation loss: 0.5678106428266646	accuracy: 0.6936936936936937
Epoch 94: Validation loss: 0.574478630547051	accuracy: 0.6846846846846847
Epoch 95: Validation loss: 0.5610828915157834	accuracy: 0.6846846846846847
Epoch 96: Validation loss: 0.5767588572459178	accuracy: 0.6846846846846847
Epoch 97: Validation loss: 0.5643772434543919	accuracy: 0.6846846846846847
Epoch 98: Validation loss: 0.5652598475550746	accuracy: 0.6936936936936937
Epoch 99: Validation loss: 0.5609203029323269	accuracy: 0.7027027027027027
Test accuracy: 0.7053571428571429
